key,name,type,quantifiableUnit,quantityValue,productOrigin,owner,uploadedFile,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
34,curry,processed food,unit,1.28,supplier,processing plant,,GHG,{SF6={kg=0.035}},{CH4={kg=0.894}},{CO2={m3=1.05}},{N2O={kg=0.483}},{CO2={m3=2.738}},{CH4={kg=1.455}},{HFC134a={kg=0.224}},{HFC134a={kg=0.147}},{HFC134a={kg=0.387}},{CO2={m3=2.721}},{CO2={kg=0.553}},{HFC134a={kg=0.189}},{CH4={kg=0.117}},{N2O={kg=0.474}},{N2O={kg=0.596}},{HFC134a={kg=0.371}},{HFC134a={kg=0.432}},{SF6={kg=0.199}},{HFC134a={kg=0.486}},{N2O={kg=0.041}},{N2O={kg=0.455}},{CO2={kg=1.181}},{CO2={kg=1.571}},processed item B,processing plant,20033,30033,{kgCO2e=3.96},{kgCO2e=2.04},{kgCO2e=2.68}
35,gelato,waste,can,4.65,supplier,warehouse operator,,GHG,{CO2={m3=2.074}},{CH4={kg=0.386}},{CO2={kg=1.601}},{SF6={kg=0.064}},{SF6={kg=0.17}},{CO2={m3=2.46}},{CO2={m3=0.71}},{CO2={kg=2.93}},{HFC134a={kg=0.188}},{N2O={kg=0.26}},{SF6={kg=0.115}},{HFC134a={kg=0.461}},{CO2={kg=2.622}},{CO2={m3=1.189}},{HFC134a={kg=0.2}},{HFC134a={kg=0.126}},{CO2={kg=1.072}},{N2O={kg=0.246}},{N2O={kg=0.12}},{SF6={kg=0.128}},{HFC134a={kg=0.054}},{N2O={kg=0.567}},{CO2={m3=1.393}},processed item X,distributor Z,20034,30034,{kgCO2e=1.64},{kgCO2e=1.12},{kgCO2e=2.2}
36,kale,ingredient,box,4.35,local farm,user utility,,GHG,{CH4={kg=0.517}},{CH4={kg=0.852}},{CH4={kg=0.006}},{HFC134a={kg=0.452}},{HFC134a={kg=0.218}},{N2O={kg=0.648}},{CH4={kg=0.685}},{N2O={kg=0.396}},{SF6={kg=0.118}},{SF6={kg=0.096}},{CH4={kg=1.1}},{SF6={kg=0.173}},{CH4={kg=0.713}},{SF6={kg=0.198}},{HFC134a={kg=0.123}},{CO2={m3=0.868}},{HFC134a={kg=0.174}},{CO2={m3=0.402}},{N2O={kg=0.096}},{HFC134a={kg=0.305}},{N2O={kg=0.062}},{CO2={m3=0.686}},{N2O={kg=0.443}},ingredient mix S,factory X,20035,30035,{kgCO2e=4.19},{kgCO2e=0.04},{kgCO2e=2.89}
37,brussels sprouts,condiment,box,2.95,warehouse,user utility,,GHG,{SF6={kg=0.004}},{N2O={kg=0.451}},{SF6={kg=0.092}},{HFC134a={kg=0.3}},{N2O={kg=0.478}},{CH4={kg=1.272}},{N2O={kg=0.723}},{CH4={kg=0.844}},{CO2={kg=0.203}},{N2O={kg=0.068}},{N2O={kg=0.784}},{HFC134a={kg=0.1}},{HFC134a={kg=0.27}},{CO2={kg=1.142}},{CO2={kg=1.668}},{SF6={kg=0.084}},{CO2={kg=2.792}},{HFC134a={kg=0.425}},{CO2={m3=0.051}},{N2O={kg=0.459}},{SF6={kg=0.172}},{SF6={kg=0.07}},{HFC134a={kg=0.113}},raw material lot T,plant Y,20036,30036,{kgCO2e=2.92},{kgCO2e=0.44},{kgCO2e=3.59}
38,muffin,dish,bottle,4.63,importer,processing plant,,GHG,{SF6={kg=0.17}},{SF6={kg=0.164}},{CH4={kg=1.388}},{CO2={kg=1.394}},{SF6={kg=0.063}},{CH4={kg=1.31}},{SF6={kg=0.161}},{CH4={kg=1.087}},{CH4={kg=1.122}},{CH4={kg=0.763}},{CH4={kg=0.226}},{N2O={kg=0.547}},{N2O={kg=0.748}},{N2O={kg=0.224}},{SF6={kg=0.178}},{CO2={m3=2.543}},{CO2={kg=1.138}},{HFC134a={kg=0.211}},{CH4={kg=1.435}},{SF6={kg=0.026}},{N2O={kg=0.069}},{CH4={kg=1.077}},{CO2={kg=1.121}},finished goods G,factory X,20037,30037,{kgCO2e=0.4},{kgCO2e=0.98},{kgCO2e=2.59}
39,risotto,beverage,box,1.59,warehouse,processing plant,,GHG,{CH4={kg=0.816}},{N2O={kg=0.052}},{HFC134a={kg=0.038}},{HFC134a={kg=0.48}},{HFC134a={kg=0.309}},{HFC134a={kg=0.386}},{SF6={kg=0.109}},{CH4={kg=1.204}},{N2O={kg=0.237}},{SF6={kg=0.044}},{HFC134a={kg=0.429}},{N2O={kg=0.022}},{HFC134a={kg=0.163}},{HFC134a={kg=0.018}},{CO2={kg=2.578}},{CO2={kg=0.85}},{CH4={kg=1.428}},{HFC134a={kg=0.015}},{HFC134a={kg=0.21}},{SF6={kg=0.017}},{SF6={kg=0.157}},{HFC134a={kg=0.138}},{CO2={m3=1.631}},raw material lot C,supplier co,20038,30038,{kgCO2e=4.4},{kgCO2e=2.82},{kgCO2e=0.52}
40,almond milk,beverage,kg,0.39,user,farm co,,GHG,{CO2={m3=1.863}},{SF6={kg=0.104}},{N2O={kg=0.159}},{HFC134a={kg=0.189}},{N2O={kg=0.658}},{CO2={m3=0.533}},{CH4={kg=0.471}},{N2O={kg=0.342}},{CH4={kg=1.266}},{N2O={kg=0.082}},{HFC134a={kg=0.393}},{N2O={kg=0.272}},{CH4={kg=0.626}},{SF6={kg=0.091}},{HFC134a={kg=0.404}},{N2O={kg=0.608}},{CO2={kg=0.578}},{CH4={kg=0.968}},{CH4={kg=1.325}},{SF6={kg=0.188}},{SF6={kg=0.182}},{CO2={kg=2.075}},{CH4={kg=1.139}},product batch Y,supplier co,20039,30039,{kgCO2e=1.9},{kgCO2e=1.85},{kgCO2e=0.52}
41,leeks,ingredient,liter,3.99,distributor,company A,,GHG,{CH4={kg=0.311}},{CH4={kg=0.945}},{HFC134a={kg=0.024}},{N2O={kg=0.725}},{CO2={m3=1.124}},{CO2={m3=2.191}},{N2O={kg=0.51}},{SF6={kg=0.061}},{N2O={kg=0.564}},{HFC134a={kg=0.477}},{CH4={kg=0.413}},{N2O={kg=0.622}},{HFC134a={kg=0.394}},{N2O={kg=0.17}},{SF6={kg=0.179}},{CO2={kg=2.147}},{SF6={kg=0.179}},{CO2={m3=1.239}},{SF6={kg=0.088}},{CH4={kg=0.286}},{CO2={kg=1.983}},{CO2={m3=0.818}},{SF6={kg=0.175}},finished goods X,processing plant,20040,30040,{kgCO2e=2.29},{kgCO2e=2.21},{kgCO2e=0.67}
42,mousse,ingredient,unit,3.72,user,company A,,GHG,{SF6={kg=0.075}},{CO2={m3=2.805}},{HFC134a={kg=0.027}},{CO2={m3=2.588}},{N2O={kg=0.741}},{HFC134a={kg=0.105}},{CH4={kg=1.37}},{N2O={kg=0.409}},{CH4={kg=0.22}},{HFC134a={kg=0.44}},{N2O={kg=0.023}},{CH4={kg=0.599}},{CO2={m3=2.962}},{HFC134a={kg=0.072}},{N2O={kg=0.291}},{N2O={kg=0.67}},{N2O={kg=0.303}},{HFC134a={kg=0.29}},{CO2={kg=1.294}},{CO2={m3=1.367}},{CH4={kg=1.285}},{N2O={kg=0.771}},{CH4={kg=0.729}},raw material lot V,plant Y,20041,30041,{kgCO2e=1.23},{kgCO2e=0.68},{kgCO2e=3.44}
43,lasagna,raw material,unit,0.96,distributor,company A,,GHG,{SF6={kg=0.034}},{CO2={kg=2.491}},{CH4={kg=0.084}},{HFC134a={kg=0.486}},{N2O={kg=0.296}},{CO2={m3=2.168}},{CH4={kg=0.095}},{SF6={kg=0.152}},{N2O={kg=0.684}},{CO2={m3=2.183}},{CO2={kg=0.194}},{N2O={kg=0.528}},{N2O={kg=0.058}},{SF6={kg=0.174}},{CO2={m3=0.541}},{SF6={kg=0.066}},{CO2={m3=1.926}},{CO2={m3=2.86}},{SF6={kg=0.152}},{CO2={m3=2.068}},{N2O={kg=0.385}},{CH4={kg=0.541}},{N2O={kg=0.595}},raw material lot C,plant Y,20042,30042,{kgCO2e=2.4},{kgCO2e=2.6},{kgCO2e=2.63}
44,chimichanga,raw material,box,1.06,supplier,company A,,GHG,{CH4={kg=1.127}},{CO2={kg=2.056}},{CH4={kg=0.998}},{CO2={m3=1.843}},{SF6={kg=0.176}},{CO2={m3=1.506}},{N2O={kg=0.457}},{CO2={m3=2.749}},{SF6={kg=0.022}},{SF6={kg=0.171}},{HFC134a={kg=0.461}},{N2O={kg=0.641}},{CO2={kg=2.327}},{CH4={kg=0.594}},{CH4={kg=0.859}},{HFC134a={kg=0.026}},{CH4={kg=0.456}},{HFC134a={kg=0.477}},{N2O={kg=0.797}},{CH4={kg=0.397}},{CO2={m3=0.055}},{SF6={kg=0.151}},{CO2={m3=0.453}},processed item F,distributor Z,20043,30043,{kgCO2e=1.27},{kgCO2e=0.46},{kgCO2e=2.44}
45,molasses,ingredient,bottle,0.87,warehouse,user utility,,GHG,{N2O={kg=0.311}},{SF6={kg=0.081}},{N2O={kg=0.525}},{HFC134a={kg=0.408}},{CO2={m3=0.476}},{HFC134a={kg=0.234}},{N2O={kg=0.075}},{CO2={m3=0.54}},{SF6={kg=0.072}},{CH4={kg=0.028}},{SF6={kg=0.023}},{HFC134a={kg=0.318}},{CO2={m3=0.017}},{SF6={kg=0.032}},{N2O={kg=0.007}},{SF6={kg=0.197}},{CH4={kg=0.873}},{CO2={kg=2.943}},{CO2={m3=1.688}},{N2O={kg=0.797}},{SF6={kg=0.037}},{SF6={kg=0.037}},{HFC134a={kg=0.084}},raw material lot Y,factory X,20044,30044,{kgCO2e=1.94},{kgCO2e=2.16},{kgCO2e=3.54}
46,tuna,ingredient,kg,0.79,supplier,user utility,,GHG,{CO2={m3=2.807}},{HFC134a={kg=0.182}},{HFC134a={kg=0.282}},{N2O={kg=0.167}},{SF6={kg=0.022}},{CH4={kg=0.665}},{CH4={kg=0.495}},{CO2={m3=1.487}},{SF6={kg=0.015}},{SF6={kg=0.083}},{CH4={kg=1.482}},{CO2={kg=1.734}},{CH4={kg=0.665}},{CO2={m3=2.802}},{CO2={m3=0.452}},{HFC134a={kg=0.213}},{SF6={kg=0.188}},{HFC134a={kg=0.1}},{SF6={kg=0.175}},{N2O={kg=0.465}},{HFC134a={kg=0.073}},{CO2={m3=1.513}},{SF6={kg=0.13}},processed item R,factory X,20045,30045,{kgCO2e=1.65},{kgCO2e=0.19},{kgCO2e=2.1}
47,recycling,processed food,batch,2.0,distributor,warehouse operator,,GHG,{CH4={kg=0.94}},{HFC134a={kg=0.171}},{SF6={kg=0.011}},{CH4={kg=1.289}},{HFC134a={kg=0.121}},{N2O={kg=0.726}},{CO2={kg=1.53}},{HFC134a={kg=0.402}},{SF6={kg=0.018}},{CO2={kg=1.951}},{CO2={m3=1.253}},{N2O={kg=0.457}},{N2O={kg=0.112}},{SF6={kg=0.164}},{CH4={kg=0.385}},{SF6={kg=0.181}},{HFC134a={kg=0.432}},{CH4={kg=0.427}},{CH4={kg=0.846}},{N2O={kg=0.751}},{SF6={kg=0.08}},{N2O={kg=0.365}},{N2O={kg=0.765}},processed item Z,supplier co,20046,30046,{kgCO2e=2.29},{kgCO2e=1.25},{kgCO2e=0.79}
48,hummus,raw material,kg,2.09,distributor,supplier co,,GHG,{N2O={kg=0.123}},{CO2={kg=2.926}},{SF6={kg=0.05}},{CO2={m3=1.041}},{CO2={m3=2.05}},{HFC134a={kg=0.071}},{N2O={kg=0.343}},{N2O={kg=0.437}},{HFC134a={kg=0.109}},{SF6={kg=0.162}},{CO2={m3=1.502}},{N2O={kg=0.791}},{CH4={kg=1.151}},{SF6={kg=0.067}},{SF6={kg=0.124}},{SF6={kg=0.161}},{CO2={kg=1.973}},{N2O={kg=0.775}},{CO2={m3=0.105}},{N2O={kg=0.779}},{CH4={kg=1.069}},{N2O={kg=0.73}},{HFC134a={kg=0.406}},raw material lot F,plant Y,20047,30047,{kgCO2e=1.99},{kgCO2e=1.14},{kgCO2e=3.65}
49,grouper,ingredient,unit,1.74,user,supplier co,,GHG,{N2O={kg=0.179}},{CH4={kg=1.492}},{CO2={m3=1.092}},{HFC134a={kg=0.485}},{CO2={kg=2.479}},{N2O={kg=0.471}},{CH4={kg=0.678}},{CH4={kg=0.44}},{N2O={kg=0.774}},{N2O={kg=0.568}},{HFC134a={kg=0.253}},{HFC134a={kg=0.117}},{CH4={kg=0.727}},{N2O={kg=0.584}},{SF6={kg=0.147}},{SF6={kg=0.159}},{HFC134a={kg=0.236}},{CH4={kg=1.255}},{CH4={kg=0.788}},{N2O={kg=0.124}},{CH4={kg=0.687}},{HFC134a={kg=0.377}},{N2O={kg=0.429}},processed item O,distributor Z,20048,30048,{kgCO2e=0.46},{kgCO2e=1.33},{kgCO2e=3.26}
50,bread,dish,can,4.16,user,company A,,GHG,{CH4={kg=0.512}},{CH4={kg=1.335}},{N2O={kg=0.358}},{CO2={m3=2.467}},{CO2={m3=2.464}},{CH4={kg=0.689}},{CH4={kg=1.353}},{SF6={kg=0.039}},{SF6={kg=0.193}},{CO2={kg=1.255}},{CO2={m3=1.508}},{HFC134a={kg=0.258}},{N2O={kg=0.207}},{SF6={kg=0.102}},{CO2={m3=2.998}},{N2O={kg=0.117}},{CH4={kg=1.226}},{N2O={kg=0.508}},{N2O={kg=0.333}},{HFC134a={kg=0.4}},{SF6={kg=0.088}},{CH4={kg=0.373}},{CH4={kg=1.354}},product batch Q,processing plant,20049,30049,{kgCO2e=1.67},{kgCO2e=0.04},{kgCO2e=2.48}
51,peaches,dish,box,1.24,local farm,company A,,GHG,{CO2={m3=2.597}},{HFC134a={kg=0.245}},{CH4={kg=0.404}},{HFC134a={kg=0.037}},{CH4={kg=1.489}},{N2O={kg=0.381}},{HFC134a={kg=0.374}},{SF6={kg=0.119}},{CH4={kg=0.222}},{HFC134a={kg=0.082}},{CO2={m3=0.773}},{CO2={kg=0.389}},{CH4={kg=0.447}},{CO2={m3=1.317}},{SF6={kg=0.003}},{CO2={kg=2.628}},{N2O={kg=0.12}},{CH4={kg=0.477}},{CO2={kg=0.668}},{N2O={kg=0.568}},{N2O={kg=0.341}},{HFC134a={kg=0.44}},{SF6={kg=0.187}},processed item I,supplier co,20050,30050,{kgCO2e=0.82},{kgCO2e=2.15},{kgCO2e=1.14}
52,linguine,ingredient,batch,0.48,importer,company B,,GHG,{N2O={kg=0.31}},{CH4={kg=0.957}},{SF6={kg=0.148}},{CO2={kg=1.79}},{N2O={kg=0.784}},{CO2={m3=0.733}},{CO2={kg=0.507}},{SF6={kg=0.138}},{HFC134a={kg=0.405}},{N2O={kg=0.448}},{N2O={kg=0.222}},{CH4={kg=0.107}},{N2O={kg=0.249}},{N2O={kg=0.698}},{HFC134a={kg=0.437}},{SF6={kg=0.05}},{SF6={kg=0.199}},{SF6={kg=0.07}},{HFC134a={kg=0.419}},{CH4={kg=0.022}},{CH4={kg=0.479}},{N2O={kg=0.156}},{SF6={kg=0.125}},ingredient mix U,supplier co,20051,30051,{kgCO2e=1.79},{kgCO2e=1.53},{kgCO2e=3.31}
53,sausage,processed food,carton,4.22,manufacturer,supplier co,,GHG,{SF6={kg=0.178}},{CH4={kg=0.252}},{N2O={kg=0.136}},{HFC134a={kg=0.134}},{SF6={kg=0.047}},{HFC134a={kg=0.218}},{N2O={kg=0.542}},{CO2={m3=0.659}},{CH4={kg=0.086}},{HFC134a={kg=0.162}},{SF6={kg=0.197}},{SF6={kg=0.039}},{N2O={kg=0.733}},{CO2={m3=2.773}},{CO2={kg=1.666}},{SF6={kg=0.147}},{HFC134a={kg=0.333}},{CO2={m3=2.864}},{CO2={kg=2.525}},{HFC134a={kg=0.012}},{N2O={kg=0.589}},{N2O={kg=0.536}},{HFC134a={kg=0.298}},product batch R,supplier co,20052,30052,{kgCO2e=0.47},{kgCO2e=1.8},{kgCO2e=3.16}
54,butter chicken,utility,unit,3.02,manufacturer,user utility,,GHG,{HFC134a={kg=0.011}},{SF6={kg=0.074}},{CH4={kg=1.257}},{CH4={kg=0.484}},{HFC134a={kg=0.117}},{CH4={kg=1.277}},{CH4={kg=1.484}},{CO2={m3=2.041}},{N2O={kg=0.162}},{CH4={kg=0.59}},{CO2={m3=1.194}},{CO2={m3=0.64}},{CH4={kg=0.857}},{SF6={kg=0.063}},{N2O={kg=0.42}},{N2O={kg=0.345}},{CH4={kg=1.006}},{CO2={m3=2.902}},{HFC134a={kg=0.419}},{SF6={kg=0.075}},{CO2={kg=0.239}},{CO2={m3=0.941}},{HFC134a={kg=0.016}},product batch T,plant Y,20053,30053,{kgCO2e=4.2},{kgCO2e=1.55},{kgCO2e=1.58}
55,green beans,condiment,kg,4.29,manufacturer,warehouse operator,,GHG,{N2O={kg=0.68}},{HFC134a={kg=0.313}},{SF6={kg=0.164}},{SF6={kg=0.145}},{HFC134a={kg=0.096}},{CO2={m3=1.654}},{HFC134a={kg=0.349}},{HFC134a={kg=0.016}},{HFC134a={kg=0.221}},{CO2={kg=2.655}},{HFC134a={kg=0.399}},{SF6={kg=0.163}},{CH4={kg=1.353}},{CO2={kg=0.331}},{SF6={kg=0.03}},{SF6={kg=0.072}},{SF6={kg=0.091}},{HFC134a={kg=0.149}},{HFC134a={kg=0.255}},{N2O={kg=0.386}},{SF6={kg=0.103}},{CH4={kg=1.486}},{HFC134a={kg=0.327}},raw material lot D,processing plant,20054,30054,{kgCO2e=3.87},{kgCO2e=2.71},{kgCO2e=1.52}
56,leeks,ingredient,bottle,0.77,user,user utility,,GHG,{CO2={kg=0.145}},{CO2={m3=1.171}},{N2O={kg=0.74}},{CH4={kg=1.005}},{HFC134a={kg=0.425}},{CO2={m3=1.745}},{CH4={kg=1.227}},{HFC134a={kg=0.19}},{N2O={kg=0.161}},{CO2={m3=0.45}},{SF6={kg=0.171}},{N2O={kg=0.556}},{HFC134a={kg=0.185}},{HFC134a={kg=0.331}},{CH4={kg=0.294}},{N2O={kg=0.571}},{HFC134a={kg=0.195}},{CO2={kg=2.525}},{N2O={kg=0.185}},{N2O={kg=0.418}},{CH4={kg=0.335}},{HFC134a={kg=0.048}},{SF6={kg=0.056}},processed item L,factory X,20055,30055,{kgCO2e=3.94},{kgCO2e=1.67},{kgCO2e=2.12}
57,blueberries,beverage,unit,4.36,importer,processing plant,,GHG,{CH4={kg=0.116}},{SF6={kg=0.019}},{HFC134a={kg=0.5}},{CH4={kg=0.791}},{CO2={kg=1.657}},{CO2={kg=1.976}},{N2O={kg=0.43}},{N2O={kg=0.205}},{SF6={kg=0.197}},{N2O={kg=0.562}},{CH4={kg=0.123}},{CH4={kg=0.76}},{HFC134a={kg=0.486}},{SF6={kg=0.193}},{N2O={kg=0.556}},{N2O={kg=0.054}},{SF6={kg=0.065}},{N2O={kg=0.057}},{CO2={m3=2.995}},{CO2={m3=2.765}},{CH4={kg=0.674}},{CO2={m3=1.159}},{N2O={kg=0.201}},processed item Q,plant Y,20056,30056,{kgCO2e=1.56},{kgCO2e=0.09},{kgCO2e=0.57}
58,thyme,beverage,can,4.37,importer,processing plant,,GHG,{SF6={kg=0.075}},{HFC134a={kg=0.427}},{CH4={kg=0.824}},{SF6={kg=0.006}},{N2O={kg=0.779}},{HFC134a={kg=0.236}},{CO2={m3=1.038}},{SF6={kg=0.077}},{N2O={kg=0.398}},{CH4={kg=0.278}},{CH4={kg=0.371}},{SF6={kg=0.059}},{SF6={kg=0.027}},{CO2={m3=0.686}},{CH4={kg=1.215}},{HFC134a={kg=0.013}},{CH4={kg=1.122}},{HFC134a={kg=0.044}},{N2O={kg=0.185}},{CH4={kg=0.946}},{CH4={kg=0.457}},{HFC134a={kg=0.093}},{N2O={kg=0.575}},ingredient mix C,distributor Z,20057,30057,{kgCO2e=3.6},{kgCO2e=0.08},{kgCO2e=3.26}
59,brown sugar,condiment,liter,4.18,local farm,user utility,,GHG,{N2O={kg=0.677}},{N2O={kg=0.699}},{N2O={kg=0.188}},{HFC134a={kg=0.095}},{CO2={kg=0.018}},{N2O={kg=0.06}},{N2O={kg=0.791}},{HFC134a={kg=0.006}},{CH4={kg=0.321}},{N2O={kg=0.409}},{N2O={kg=0.057}},{CH4={kg=1.228}},{SF6={kg=0.068}},{HFC134a={kg=0.465}},{HFC134a={kg=0.278}},{CH4={kg=1.49}},{HFC134a={kg=0.035}},{N2O={kg=0.039}},{CH4={kg=1.311}},{HFC134a={kg=0.4}},{N2O={kg=0.793}},{CH4={kg=1.039}},{HFC134a={kg=0.454}},product batch M,plant Y,20058,30058,{kgCO2e=1.71},{kgCO2e=2.42},{kgCO2e=2.08}
60,soy,dish,batch,3.5,local farm,processing plant,,GHG,{CO2={m3=2.683}},{SF6={kg=0.18}},{CH4={kg=1.386}},{HFC134a={kg=0.028}},{N2O={kg=0.015}},{HFC134a={kg=0.009}},{SF6={kg=0.034}},{SF6={kg=0.19}},{CO2={m3=2.401}},{SF6={kg=0.047}},{N2O={kg=0.313}},{CO2={kg=2.398}},{SF6={kg=0.057}},{CO2={m3=1.376}},{CH4={kg=1.374}},{HFC134a={kg=0.04}},{CH4={kg=0.837}},{SF6={kg=0.043}},{CO2={kg=2.598}},{SF6={kg=0.043}},{CH4={kg=0.711}},{N2O={kg=0.2}},{CH4={kg=0.169}},finished goods U,supplier co,20059,30059,{kgCO2e=1.2},{kgCO2e=1.93},{kgCO2e=1.49}
61,donut,dish,batch,0.66,importer,user utility,,GHG,{CH4={kg=0.325}},{SF6={kg=0.107}},{HFC134a={kg=0.025}},{CO2={m3=2.341}},{N2O={kg=0.498}},{N2O={kg=0.374}},{CH4={kg=0.35}},{CO2={m3=1.405}},{SF6={kg=0.047}},{HFC134a={kg=0.013}},{N2O={kg=0.353}},{CH4={kg=1.22}},{CO2={m3=0.866}},{N2O={kg=0.25}},{CO2={m3=1.679}},{N2O={kg=0.009}},{CO2={kg=1.419}},{CH4={kg=1.468}},{N2O={kg=0.328}},{SF6={kg=0.049}},{CO2={m3=0.584}},{SF6={kg=0.103}},{N2O={kg=0.326}},product batch W,supplier co,20060,30060,{kgCO2e=3.75},{kgCO2e=1.67},{kgCO2e=3.71}
62,beef stroganoff,dish,liter,0.24,manufacturer,warehouse operator,,GHG,{SF6={kg=0.03}},{CH4={kg=1.265}},{CH4={kg=0.725}},{CO2={m3=0.888}},{SF6={kg=0.199}},{CO2={m3=2.778}},{SF6={kg=0.078}},{CO2={kg=1.746}},{SF6={kg=0.079}},{CO2={kg=1.258}},{HFC134a={kg=0.179}},{CO2={kg=0.693}},{SF6={kg=0.124}},{CH4={kg=1.171}},{CO2={kg=1.121}},{HFC134a={kg=0.212}},{SF6={kg=0.018}},{N2O={kg=0.327}},{SF6={kg=0.032}},{SF6={kg=0.032}},{SF6={kg=0.107}},{N2O={kg=0.711}},{CO2={m3=0.232}},product batch S,supplier co,20061,30061,{kgCO2e=2.51},{kgCO2e=0.74},{kgCO2e=3.58}
63,shallots,raw material,can,2.98,local farm,processing plant,,GHG,{CO2={m3=1.441}},{SF6={kg=0.083}},{N2O={kg=0.228}},{HFC134a={kg=0.147}},{N2O={kg=0.015}},{SF6={kg=0.126}},{N2O={kg=0.498}},{SF6={kg=0.088}},{N2O={kg=0.515}},{HFC134a={kg=0.414}},{CH4={kg=0.466}},{HFC134a={kg=0.115}},{N2O={kg=0.742}},{SF6={kg=0.106}},{SF6={kg=0.194}},{CO2={kg=1.185}},{CO2={kg=1.827}},{N2O={kg=0.363}},{CH4={kg=0.572}},{SF6={kg=0.137}},{SF6={kg=0.105}},{N2O={kg=0.199}},{SF6={kg=0.099}},finished goods Z,factory X,20062,30062,{kgCO2e=1.56},{kgCO2e=0.62},{kgCO2e=3.71}
64,tomato paste,ingredient,box,2.47,importer,supplier co,,GHG,{CH4={kg=1.209}},{SF6={kg=0.073}},{SF6={kg=0.011}},{HFC134a={kg=0.097}},{CO2={kg=1.886}},{N2O={kg=0.592}},{SF6={kg=0.189}},{HFC134a={kg=0.117}},{CO2={m3=0.34}},{CH4={kg=1.443}},{N2O={kg=0.667}},{HFC134a={kg=0.436}},{SF6={kg=0.044}},{CH4={kg=0.035}},{N2O={kg=0.056}},{SF6={kg=0.068}},{CH4={kg=0.394}},{CO2={m3=1.534}},{CH4={kg=1.243}},{SF6={kg=0.156}},{CH4={kg=1.254}},{HFC134a={kg=0.261}},{CH4={kg=1.322}},ingredient mix P,plant Y,20063,30063,{kgCO2e=4.98},{kgCO2e=2.18},{kgCO2e=1.21}
65,anchovies,raw material,batch,4.85,importer,company B,,GHG,{CH4={kg=0.647}},{CO2={kg=0.755}},{HFC134a={kg=0.141}},{CH4={kg=0.093}},{CH4={kg=0.167}},{CH4={kg=1.043}},{SF6={kg=0.199}},{CO2={kg=1.06}},{HFC134a={kg=0.16}},{CO2={kg=0.028}},{HFC134a={kg=0.428}},{N2O={kg=0.715}},{SF6={kg=0.058}},{N2O={kg=0.116}},{SF6={kg=0.038}},{N2O={kg=0.318}},{N2O={kg=0.729}},{HFC134a={kg=0.454}},{SF6={kg=0.124}},{SF6={kg=0.123}},{N2O={kg=0.294}},{CO2={m3=0.562}},{SF6={kg=0.17}},product batch U,distributor Z,20064,30064,{kgCO2e=2.84},{kgCO2e=1.72},{kgCO2e=1.38}
66,enchilada,raw material,box,4.53,supplier,farm co,,GHG,{CH4={kg=1.063}},{N2O={kg=0.514}},{SF6={kg=0.127}},{SF6={kg=0.092}},{N2O={kg=0.466}},{CH4={kg=0.68}},{CO2={m3=0.922}},{SF6={kg=0.093}},{N2O={kg=0.493}},{CO2={kg=0.872}},{CO2={m3=1.059}},{HFC134a={kg=0.09}},{CH4={kg=0.397}},{N2O={kg=0.313}},{N2O={kg=0.633}},{N2O={kg=0.47}},{N2O={kg=0.433}},{CH4={kg=1.387}},{N2O={kg=0.469}},{HFC134a={kg=0.161}},{CO2={m3=1.032}},{N2O={kg=0.318}},{CH4={kg=0.3}},product batch I,supplier co,20065,30065,{kgCO2e=1.87},{kgCO2e=1.41},{kgCO2e=1.07}
67,bolognese,beverage,can,0.78,supplier,processing plant,,GHG,{SF6={kg=0.151}},{HFC134a={kg=0.419}},{CO2={m3=1.153}},{CH4={kg=1.415}},{HFC134a={kg=0.248}},{SF6={kg=0.095}},{HFC134a={kg=0.269}},{CH4={kg=1.268}},{CO2={m3=2.609}},{N2O={kg=0.39}},{CO2={m3=1.417}},{CO2={m3=0.861}},{CO2={kg=1.902}},{HFC134a={kg=0.05}},{HFC134a={kg=0.42}},{CO2={kg=0.828}},{SF6={kg=0.179}},{N2O={kg=0.423}},{SF6={kg=0.088}},{CH4={kg=0.667}},{HFC134a={kg=0.354}},{CH4={kg=0.359}},{HFC134a={kg=0.226}},processed item U,distributor Z,20066,30066,{kgCO2e=2.47},{kgCO2e=1.19},{kgCO2e=2.3}
